,text,words,keys,values
99,"¿Podría bajar mis bolsas?
","['podría', 'bajar', 'mis', 'bolsas']","['podría', 'bajar', 'mis', 'bolsas']","['could', 'you', 'send', 'my', 'bags', 'down']"
100,"Por favor, ¿le importaría darnos la llave de nuestra habitación?
","['por', 'favor', 'le', 'importaría', 'darnos', 'la', 'llave', 'de', 'nuestra', 'habitación']","['por', 'favor', 'le', 'importaría', 'darnos', 'la', 'llave', 'de', 'nuestra', 'habitación']","['would', 'you', 'mind', 'giving', 'us', 'the', 'key', 'to', 'our', 'room', 'please']"
101,"Por favor, quisiéramos una habitación doble para una noche.
","['por', 'favor', 'quisiéramos', 'una', 'habitación', 'doble', 'para', 'una', 'noche']","['por', 'favor', 'quisiéramos', 'una', 'habitación', 'doble', 'para', 'una', 'noche']","['we', 'want', 'a', 'double', 'room', 'for', 'a', 'night', 'please']"
102,"Por favor, quisiera cambiarme a otra habitación con televisión.
","['por', 'favor', 'quisiera', 'cambiarme', 'a', 'otra', 'habitación', 'con', 'televisión']","['por', 'favor', 'quisiera', 'cambiarme', 'a', 'otra', 'habitación', 'con', 'televisión']","['i', 'want', 'to', 'move', 'to', 'a', 'room', 'with', 'a', 'tv', 'please']"
103,"¿Tienen libre alguna habitación tranquila?
","['tienen', 'libre', 'alguna', 'habitación', 'tranquila']","['tienen', 'libre', 'alguna', 'habitación', 'tranquila']","['do', 'you', 'have', 'a', 'quiet', 'room', 'available']"
104,"He reservado una habitación con teléfono.
","['he', 'reservado', 'una', 'habitación', 'con', 'teléfono']","['he', 'reservado', 'una', 'habitación', 'con', 'teléfono']","['i', 'have', 'booked', 'a', 'room', 'with', 'a', 'telephone']"
105,"Por favor, lléveme los bultos a mi habitación.
","['por', 'favor', 'lléveme', 'los', 'bultos', 'a', 'mi', 'habitación']","['por', 'favor', 'lléveme', 'los', 'bultos', 'a', 'mi', 'habitación']","['please', 'send', 'my', 'luggage', 'to', 'my', 'room']"
106,"¿Está apuntado el recibo del teléfono?
","['está', 'apuntado', 'el', 'recibo', 'del', 'teléfono']","['está', 'apuntado', 'el', 'recibo', 'del', 'teléfono']","['is', 'the', 'phone', 'bill', 'included']"
107,"Lleve mi equipaje a la estación.
","['lleve', 'mi', 'equipaje', 'a', 'la', 'estación']","['lleve', 'mi', 'equipaje', 'a', 'la', 'estación']","['send', 'my', 'luggage', 'to', 'the', 'station']"
108,"Por favor, ¿querrían llamarnos a nuestro taxi?
","['por', 'favor', 'querrían', 'llamarnos', 'a', 'nuestro', 'taxi']","['por', 'favor', 'querrían', 'llamarnos', 'a', 'nuestro', 'taxi']","['would', 'you', 'call', 'our', 'taxi', 'for', 'us', 'please']"
109,"¿Cuánto cuesta una habitación individual con media pensión?
","['cuánto', 'cuesta', 'una', 'habitación', 'individual', 'con', 'media', 'pensión']","['cuánto', 'cuesta', 'una', 'habitación', 'individual', 'con', 'media', 'pensión']","['how', 'much', 'does', 'a', 'single', 'room', 'with', 'half', 'board', 'cost']"
110,"La habitación es demasiado fría.
","['la', 'habitación', 'es', 'demasiado', 'fría']","['la', 'habitación', 'es', 'demasiado', 'fría']","['the', 'room', 'is', 'too', 'cold']"
111,"¿Me podrían llevar el equipaje al autobús?
","['me', 'podrían', 'llevar', 'el', 'equipaje', 'al', 'autobús']","['me', 'podrían', 'llevar', 'el', 'equipaje', 'al', 'autobús']","['could', 'you', 'send', 'the', 'luggage', 'to', 'the', 'bus']"
112,"Hicimos una reserva, por favor.
","['hicimos', 'una', 'reserva', 'por', 'favor']","['hicimos', 'una', 'reserva', 'por', 'favor']","['we', 'made', 'a', 'reservation']"
113,"¿Podrían hacer nuestra cuenta?, por favor.
","['podrían', 'hacer', 'nuestra', 'cuenta', 'por', 'favor']","['podrían', 'hacer', 'nuestra', 'cuenta', 'por', 'favor']","['could', 'you', 'make', 'out', 'our', 'bill', 'please']"
114,"He reservado una habitación tranquila doble a nombre de Silvia Quereda.
","['he', 'reservado', 'una', 'habitación', 'tranquila', 'doble', 'a', 'nombre', 'de', 'silvia', 'quereda']","['he', 'reservado', 'una', 'habitación', 'tranquila', 'doble', 'a', 'nombre', 'de', 'silvia', 'quereda']","['i', 'have', 'booked', 'a', 'quiet', 'double', 'room', 'for', 'silvia', 'quereda']"
115,"Me llamo Jesús Rivera.
","['me', 'llamo', 'jesús', 'rivera']","['me', 'llamo', 'jesús', 'rivera']","['my', 'name', 'is', 'jesús', 'rivera']"
116,"Tengo hecha una reserva a nombre de Sergio Moliner.
","['tengo', 'hecha', 'una', 'reserva', 'a', 'nombre', 'de', 'sergio', 'moliner']","['tengo', 'hecha', 'una', 'reserva', 'a', 'nombre', 'de', 'sergio', 'moliner']","['i', 'have', 'made', 'a', 'reservation', 'for', 'sergio', 'moliner']"
117,"¿Tiene una habitación libre?
","['tiene', 'una', 'habitación', 'libre']","['tiene', 'una', 'habitación', 'libre']","['do', 'you', 'have', 'a', 'room', 'available']"
118,"Por favor, pídame un taxi.
","['por', 'favor', 'pídame', 'un', 'taxi']","['por', 'favor', 'pídame', 'un', 'taxi']","['could', 'you', 'ask', 'for', 'a', 'taxi', 'for', 'me', 'please']"
119,"Prepárenos nuestra cuenta de la habitación seiscientos nueve.
","['prepárenos', 'nuestra', 'cuenta', 'de', 'la', 'habitación', 'seiscientos', 'nueve']","['prepárenos', 'nuestra', 'cuenta', 'de', 'la', 'habitación', 'seiscientos', 'nueve']","['could', 'you', 'prepare', 'our', 'bill', 'for', 'room', 'number', 'six', 'oh', 'nine', 'for', 'us', 'please']"
120,"¿Les importaría bajar nuestro equipaje a la habitación?
","['les', 'importaría', 'bajar', 'nuestro', 'equipaje', 'a', 'la', 'habitación']","['les', 'importaría', 'bajar', 'nuestro', 'equipaje', 'a', 'la', 'habitación']","['would', 'you', 'mind', 'sending', 'down', 'our', 'luggage', 'to', 'the', 'room']"
121,"¿Me podría pedir un taxi?
","['me', 'podría', 'pedir', 'un', 'taxi']","['me', 'podría', 'pedir', 'un', 'taxi']","['could', 'you', 'ask', 'for', 'a', 'taxi', 'for', 'me', 'please']"
122,"Me gustaría reservar una habitación hasta el veinticinco.
","['me', 'gustaría', 'reservar', 'una', 'habitación', 'hasta', 'el', 'veinticinco']","['me', 'gustaría', 'reservar', 'una', 'habitación', 'hasta', 'el', 'veinticinco']","['i', 'would', 'like', 'to', 'book', 'a', 'room', 'until', 'the', 'twentyfifth']"
123,"Por favor, quiero reservar una habitación doble con teléfono.
","['por', 'favor', 'quiero', 'reservar', 'una', 'habitación', 'doble', 'con', 'teléfono']","['por', 'favor', 'quiero', 'reservar', 'una', 'habitación', 'doble', 'con', 'teléfono']","['i', 'want', 'to', 'book', 'a', 'double', 'room', 'with', 'a', 'telephone', 'please']"
124,"¿Podrían despertarme a las dos?
","['podrían', 'despertarme', 'a', 'las', 'dos']","['podrían', 'despertarme', 'a', 'las', 'dos']","['could', 'you', 'wake', 'me', 'up', 'at', 'two']"
125,"Por favor, ¿pueden ustedes despertarnos a las once?
","['por', 'favor', 'pueden', 'ustedes', 'despertarnos', 'a', 'las', 'once']","['por', 'favor', 'pueden', 'ustedes', 'despertarnos', 'a', 'las', 'once']","['can', 'you', 'wake', 'us', 'up', 'at', 'eleven', 'please']"
126,"¿Tiene alguna habitación libre?
","['tiene', 'alguna', 'habitación', 'libre']","['tiene', 'alguna', 'habitación', 'libre']","['do', 'you', 'have', 'a', 'room', 'available']"
127,"La habitación es demasiado fría.
","['la', 'habitación', 'es', 'demasiado', 'fría']","['la', 'habitación', 'es', 'demasiado', 'fría']","['the', 'room', 'is', 'too', 'cold']"
128,"¿Podría llamarme a un taxi?, por favor.
","['podría', 'llamarme', 'a', 'un', 'taxi', 'por', 'favor']","['podría', 'llamarme', 'a', 'un', 'taxi', 'por', 'favor']","['could', 'you', 'call', 'a', 'taxi', 'for', 'me', 'please']"
129,"¿Cuánto vale una habitación individual para un día con pensión completa?
","['cuánto', 'vale', 'una', 'habitación', 'individual', 'para', 'un', 'día', 'con', 'pensión', 'completa']","['cuánto', 'vale', 'una', 'habitación', 'individual', 'para', 'un', 'día', 'con', 'pensión', 'completa']","['how', 'much', 'is', 'a', 'single', 'room', 'with', 'full', 'board', 'for', 'a', 'day']"
130,"Por favor, ¿podría despertarme a la una en punto?
","['por', 'favor', 'podría', 'despertarme', 'a', 'la', 'una', 'en', 'punto']","['por', 'favor', 'podría', 'despertarme', 'a', 'la', 'una', 'en', 'punto']","['could', 'you', 'wake', 'me', 'up', 'at', 'one', 'oclock', 'please']"
131,"Tengo la reserva de una habitación tranquila doble con televisión y vistas.
","['tengo', 'la', 'reserva', 'de', 'una', 'habitación', 'tranquila', 'doble', 'con', 'televisión', 'y', 'vistas']","['tengo', 'la', 'reserva', 'de', 'una', 'habitación', 'tranquila', 'doble', 'con', 'televisión', 'y', 'vistas']","['i', 'have', 'a', 'reservation', 'for', 'a', 'quiet', 'double', 'room', 'with', 'a', 'tv', 'and', 'a', 'view']"
132,"¿Podrían llevarnos nuestras maletas a la número ocho diecinueve, por favor?
","['podrían', 'llevarnos', 'nuestras', 'maletas', 'a', 'la', 'número', 'ocho', 'diecinueve', 'por', 'favor']","['podrían', 'llevarnos', 'nuestras', 'maletas', 'a', 'la', 'número', 'ocho', 'diecinueve', 'por', 'favor']","['could', 'you', 'send', 'our', 'suitcases', 'to', 'room', 'number', 'eight', 'one', 'nine', 'please']"
133,"Perdone.
",['perdone'],['perdone'],['sorry']
134,"Por favor, tengo reservada una habitación doble tranquila con tele y teléfono.
","['por', 'favor', 'tengo', 'reservada', 'una', 'habitación', 'doble', 'tranquila', 'con', 'tele', 'y', 'teléfono']","['por', 'favor', 'tengo', 'reservada', 'una', 'habitación', 'doble', 'tranquila', 'con', 'tele', 'y', 'teléfono']","['i', 'have', 'booked', 'a', 'quiet', 'double', 'room', 'with', 'a', 'tv', 'and', 'a', 'telephone']"
135,"¿Podrían ustedes despertarme a las once menos cuarto?
","['podrían', 'ustedes', 'despertarme', 'a', 'las', 'once', 'menos', 'cuarto']","['podrían', 'ustedes', 'despertarme', 'a', 'las', 'once', 'menos', 'cuarto']","['could', 'you', 'wake', 'me', 'up', 'at', 'a', 'quarter', 'to', 'eleven']"
136,"Me he de ir esta tarde.
","['me', 'he', 'de', 'ir', 'esta', 'tarde']","['me', 'he', 'de', 'ir', 'esta', 'tarde']","['i', 'should', 'leave', 'this', 'afternoon']"
137,"Se ha producido una equivocación en la cuenta.
","['se', 'ha', 'producido', 'una', 'equivocación', 'en', 'la', 'cuenta']","['se', 'ha', 'producido', 'una', 'equivocación', 'en', 'la', 'cuenta']","['there', 'has', 'been', 'a', 'mistake', 'in', 'the', 'bill']"
138,"Nos gustaría cambiarnos de habitación, por favor.
","['nos', 'gustaría', 'cambiarnos', 'de', 'habitación', 'por', 'favor']","['nos', 'gustaría', 'cambiarnos', 'de', 'habitación', 'por', 'favor']","['we', 'would', 'like', 'to', 'change', 'rooms', 'please']"
139,"Me parece que se produjo una equivocación en la cuenta de la habitación ocho siete cuatro.
","['me', 'parece', 'que', 'se', 'produjo', 'una', 'equivocación', 'en', 'la', 'cuenta', 'de', 'la', 'habitación', 'ocho', 'siete', 'cuatro']","['me', 'parece', 'que', 'se', 'produjo', 'una', 'equivocación', 'en', 'la', 'cuenta', 'de', 'la', 'habitación', 'ocho', 'siete', 'cuatro']","['i', 'think', 'that', 'there', 'was', 'a', 'mistake', 'in', 'the', 'bill', 'for', 'room', 'number', 'eight', 'seven', 'four']"
140,"¿Cuánto vale una habitación individual incluyendo desayuno, por favor?
","['cuánto', 'vale', 'una', 'habitación', 'individual', 'incluyendo', 'desayuno', 'por', 'favor']","['cuánto', 'vale', 'una', 'habitación', 'individual', 'incluyendo', 'desayuno', 'por', 'favor']","['how', 'much', 'is', 'a', 'single', 'room', 'including', 'breakfast', 'please']"
141,"Por favor, ¿me podría usted despertar a las tres y media?
","['por', 'favor', 'me', 'podría', 'usted', 'despertar', 'a', 'las', 'tres', 'y', 'media']","['por', 'favor', 'me', 'podría', 'usted', 'despertar', 'a', 'las', 'tres', 'y', 'media']","['could', 'you', 'wake', 'me', 'up', 'at', 'half', 'past', 'three', 'please']"
142,"La habitación es muy fría.
","['la', 'habitación', 'es', 'muy', 'fría']","['la', 'habitación', 'es', 'muy', 'fría']","['the', 'room', 'is', 'very', 'cold']"
143,"¿Le importaría darme la llave de la habitación?
","['le', 'importaría', 'darme', 'la', 'llave', 'de', 'la', 'habitación']","['le', 'importaría', 'darme', 'la', 'llave', 'de', 'la', 'habitación']","['would', 'you', 'mind', 'giving', 'me', 'the', 'key', 'to', 'the', 'room']"
144,"He reservado una habitación.
","['he', 'reservado', 'una', 'habitación']","['he', 'reservado', 'una', 'habitación']","['i', 'have', 'booked', 'a', 'room']"
145,"Me gustaría cambiar mi habitación.
","['me', 'gustaría', 'cambiar', 'mi', 'habitación']","['me', 'gustaría', 'cambiar', 'mi', 'habitación']","['i', 'would', 'like', 'to', 'change', 'rooms']"
146,"Mi nombre es Sergio Iborra.
","['mi', 'nombre', 'es', 'sergio', 'iborra']","['mi', 'nombre', 'es', 'sergio', 'iborra']","['my', 'name', 'is', 'sergio', 'iborra']"
147,"Por favor, tengo hecha una reserva a nombre del señor Miralles.
","['por', 'favor', 'tengo', 'hecha', 'una', 'reserva', 'a', 'nombre', 'del', 'señor', 'miralles']","['por', 'favor', 'tengo', 'hecha', 'una', 'reserva', 'a', 'nombre', 'del', 'señor', 'miralles']","['i', 'have', 'made', 'a', 'reservation', 'for', 'mr', 'miralles']"
148,"Tengo una reserva a nombre del señor Ortiz.
","['tengo', 'una', 'reserva', 'a', 'nombre', 'del', 'señor', 'ortiz']","['tengo', 'una', 'reserva', 'a', 'nombre', 'del', 'señor', 'ortiz']","['i', 'have', 'a', 'reservation', 'for', 'mr', 'ortiz']"
149,"Tenemos que marcharnos el sábado siete de marzo.
","['tenemos', 'que', 'marcharnos', 'el', 'sábado', 'siete', 'de', 'marzo']","['tenemos', 'que', 'marcharnos', 'el', 'sábado', 'siete', 'de', 'marzo']","['we', 'should', 'leave', 'on', 'saturday', 'march', 'the', 'seventh']"
150,"Por favor, ¿nos puede despertar a las diez y media?
","['por', 'favor', 'nos', 'puede', 'despertar', 'a', 'las', 'diez', 'y', 'media']","['por', 'favor', 'nos', 'puede', 'despertar', 'a', 'las', 'diez', 'y', 'media']","['can', 'you', 'wake', 'us', 'up', 'at', 'half', 'past', 'ten', 'please']"
151,"Querría que nos bajasen el equipaje a nuestra habitación, por favor.
","['querría', 'que', 'nos', 'bajasen', 'el', 'equipaje', 'a', 'nuestra', 'habitación', 'por', 'favor']","['querría', 'que', 'nos', 'bajasen', 'el', 'equipaje', 'a', 'nuestra', 'habitación', 'por', 'favor']","['i', 'would', 'like', 'you', 'to', 'send', 'down', 'our', 'luggage', 'to', 'our', 'room', 'please']"
152,"¿Cuánto vale una habitación individual para una noche?
","['cuánto', 'vale', 'una', 'habitación', 'individual', 'para', 'una', 'noche']","['cuánto', 'vale', 'una', 'habitación', 'individual', 'para', 'una', 'noche']","['how', 'much', 'is', 'a', 'single', 'room', 'for', 'a', 'night']"
153,"Por favor, ¿cuánto vale por día una habitación doble?
","['por', 'favor', 'cuánto', 'vale', 'por', 'día', 'una', 'habitación', 'doble']","['por', 'favor', 'cuánto', 'vale', 'por', 'día', 'una', 'habitación', 'doble']","['how', 'much', 'is', 'a', 'double', 'room', 'per', 'day', 'please']"
154,"Quisiera una habitación doble.
","['quisiera', 'una', 'habitación', 'doble']","['quisiera', 'una', 'habitación', 'doble']","['i', 'want', 'a', 'double', 'room']"
155,"Quiero que me dé la llave de la número trescientos treinta y tres.
","['quiero', 'que', 'me', 'dé', 'la', 'llave', 'de', 'la', 'número', 'trescientos', 'treinta', 'y', 'tres']","['quiero', 'que', 'me', 'dé', 'la', 'llave', 'de', 'la', 'número', 'trescientos', 'treinta', 'y', 'tres']","['i', 'want', 'you', 'to', 'give', 'me', 'the', 'key', 'to', 'room', 'number', 'three', 'three', 'three']"
156,"Por favor, reservé una habitación.
","['por', 'favor', 'reservé', 'una', 'habitación']","['por', 'favor', 'reservé', 'una', 'habitación']","['i', 'booked', 'a', 'room']"
157,"¿Está incluido el desayuno?
","['está', 'incluido', 'el', 'desayuno']","['está', 'incluido', 'el', 'desayuno']","['is', 'breakfast', 'included']"
158,"La habitación es muy cara.
","['la', 'habitación', 'es', 'muy', 'cara']","['la', 'habitación', 'es', 'muy', 'cara']","['the', 'room', 'is', 'very', 'expensive']"
159,"Nos vamos a ir el día trece de septiembre a las ocho menos cuarto de la mañana.
","['nos', 'vamos', 'a', 'ir', 'el', 'día', 'trece', 'de', 'septiembre', 'a', 'las', 'ocho', 'menos', 'cuarto', 'de', 'la', 'mañana']","['nos', 'vamos', 'a', 'ir', 'el', 'día', 'trece', 'de', 'septiembre', 'a', 'las', 'ocho', 'menos', 'cuarto', 'de', 'la', 'mañana']","['we', 'are', 'leaving', 'on', 'september', 'the', 'thirteenth', 'at', 'a', 'quarter', 'to', 'eight', 'in', 'the', 'morning']"
160,"Por favor, ¿me puede despertar a las once y media?
","['por', 'favor', 'me', 'puede', 'despertar', 'a', 'las', 'once', 'y', 'media']","['por', 'favor', 'me', 'puede', 'despertar', 'a', 'las', 'once', 'y', 'media']","['can', 'you', 'wake', 'me', 'up', 'at', 'half', 'past', 'eleven', 'please']"
161,"¿Le importaría llevarme mis bolsas al autobús?
","['le', 'importaría', 'llevarme', 'mis', 'bolsas', 'al', 'autobús']","['le', 'importaría', 'llevarme', 'mis', 'bolsas', 'al', 'autobús']","['would', 'you', 'mind', 'sending', 'my', 'bags', 'to', 'the', 'bus']"
162,"Vamos a marcharnos mañana a las cuatro.
","['vamos', 'a', 'marcharnos', 'mañana', 'a', 'las', 'cuatro']","['vamos', 'a', 'marcharnos', 'mañana', 'a', 'las', 'cuatro']","['we', 'are', 'leaving', 'tomorrow', 'at', 'four']"
163,"Pienso que se ha producido un error en la cuenta.
","['pienso', 'que', 'se', 'ha', 'producido', 'un', 'error', 'en', 'la', 'cuenta']","['pienso', 'que', 'se', 'ha', 'producido', 'un', 'error', 'en', 'la', 'cuenta']","['i', 'think', 'that', 'there', 'has', 'been', 'an', 'error', 'in', 'the', 'bill']"
164,"¿Le importaría que echara un vistazo a alguna habitación?
","['le', 'importaría', 'que', 'echara', 'un', 'vistazo', 'a', 'alguna', 'habitación']","['le', 'importaría', 'que', 'echara', 'un', 'vistazo', 'a', 'alguna', 'habitación']","['would', 'you', 'mind', 'me', 'taking', 'a', 'look', 'at', 'a', 'room']"
165,"Por favor, quiero que nos bajen los bultos a la habitación.
","['por', 'favor', 'quiero', 'que', 'nos', 'bajen', 'los', 'bultos', 'a', 'la', 'habitación']","['por', 'favor', 'quiero', 'que', 'nos', 'bajen', 'los', 'bultos', 'a', 'la', 'habitación']","['i', 'want', 'you', 'to', 'send', 'down', 'our', 'luggage', 'to', 'the', 'room', 'please']"
166,"¿Me podrían dar las llaves de la habitación seiscientos trece, por favor?
","['me', 'podrían', 'dar', 'las', 'llaves', 'de', 'la', 'habitación', 'seiscientos', 'trece', 'por', 'favor']","['me', 'podrían', 'dar', 'las', 'llaves', 'de', 'la', 'habitación', 'seiscientos', 'trece', 'por', 'favor']","['could', 'you', 'give', 'me', 'the', 'keys', 'to', 'room', 'number', 'six', 'one', 'three', 'please']"
